tournament,surface,level,federation
Russia F8 (Moscow) 2018 ,CLAY ,atp ,ATP
Serbia F4 (Subotica) 2018 ,CLAY ,atp ,ATP
Spain F25 (Donostia-San-Sebastian) 2018 ,CLAY ,atp ,ATP
Switzerland F4 (Neuchatel) 2018 ,CLAY ,atp ,ATP
Tunisia F29 (La Marsa) 2018 ,CLAY ,atp ,ATP
Ukraine F4 (Bucha) 2018 ,CLAY ,atp ,ATP
Mallorca Challenger 2018 ,HARD ,challeger ,ATP
Canada F6 (Niagara) 2018 ,I. HARD ,atp ,ATP
France F16 (Bagneres-De-Bigorre) 2018 ,HARD ,atp ,ATP
Italy F26 (Trieste) 2018 ,CLAY ,atp ,ATP
Romania F12 (Brasov) 2018 ,CLAY ,atp ,ATP
Serbia F5 (Zlatibor) 2018 ,CLAY ,atp ,ATP
Seville Challenger 2018 ,CLAY ,challeger ,ATP
Spain F26 (Oviedo) 2018 ,CLAY ,atp ,ATP
Switzerland F5 (Schlieren) 2018 ,CLAY ,atp ,ATP
Thailand F3 (Nonthaburi) 2018 ,HARD ,atp ,ATP
Tunisia F30 (Monastir) 2018 ,HARD ,atp ,ATP
Argentina F4 (Rosario) 2018 ,CLAY ,atp ,ATP
Cassis Challenger 2018 ,HARD ,challeger ,ATP
Chicago Challenger 2018 ,HARD ,challeger ,ATP
Genova Challenger 2018 ,CLAY ,challeger ,ATP
U.S. Open (juniors) 2018 ,HARD ,grandSlam ,GS
Zhangjiagang Challenger 2018 ,HARD ,challeger ,ATP
Argentina F5 (Villa del Dique) 2018 ,CLAY ,atp ,ATP
Banja Luka Challenger 2018 ,CLAY ,challeger ,ATP
Canada F7 (Toronto) 2018 ,HARD ,atp ,ATP
Cary Challenger 2018 ,HARD ,challeger ,ATP
Istanbul Challenger 2018 ,HARD ,challeger ,ATP
Italy F27 (Santa Margherita Di Pula) 2018 ,CLAY ,atp ,ATP
Kazakhstan F6 (Almaty) 2018 ,CLAY ,atp ,ATP
Romania F13 (Iasi) 2018 ,CLAY ,atp ,ATP
Shanghai Challenger 2018 ,HARD ,challeger ,ATP
Spain F27 (Seville) 2018 ,CLAY ,atp ,ATP
Szczecin Challenger 2018 ,CLAY ,challeger ,ATP
Tunisia F31 (Monastir) 2018 ,HARD ,atp ,ATP
USA F24 (Claremont) 2018 ,HARD ,atp ,ATP
Bolivia F1 (Santa Cruz) 2018 ,CLAY ,atp ,ATP
France F17 (Mulhouse) 2018 ,I. HARD ,atp ,ATP
Great Britain F4 (Nottingham) 2018 ,HARD ,atp ,ATP
Egypt F18 (Cairo) 2018 ,CLAY ,atp ,ATP
"Davis Cup, Group I, PO, BAR-ECU 0-4 2018 ",HARD ,DAVIS ,ITF
"Davis Cup, Group I, PO, KOR-NZL 3-2 2018 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group I, PO, RUS-BLR 3-2 2018 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group I, PO, UKR-POR 3-1 2018 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 3R, EGY-FIN 2-3 2018 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 3R, ROU-POL 2-3 2018 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group II, 3R, THA-LIB 2-3 2018 ",HARD ,DAVIS ,ITF
"Davis Cup, Group II, 3R, URU-MEX 3-1 2018 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, ARG-COL 4-0 2018 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, AUT-AUS 3-1 2018 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, CAN-NED 3-1 2018 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, PO, GBR-UZB 3-1 2018 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, PO, HUN-CZE 2-3 2018 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, JPN-BIH 4-0 2018 ",HARD ,DAVIS ,ITF
"Davis Cup, World Group, PO, SRB-IND 4-0 2018 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, SUI-SWE 2-3 2018 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, SF, CRO-USA 3-2 2018 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, SF, FRA-ESP 3-2 2018 ",I. HARD ,DAVIS ,ITF
Australia F5 (Cairns) 2018 ,HARD ,atp ,ATP
Biella Challenger 2018 ,CLAY ,challeger ,ATP
Columbus Challenger 2018 ,I. HARD ,challeger ,ATP
France F18 (Plaisir) 2018 ,I. HARD ,atp ,ATP
Italy F28 (Santa Margherita Di Pula) 2018 ,CLAY ,atp ,ATP
Kaohsiung Challenger 2018 ,I. HARD ,challeger ,ATP
Kazakhstan F7 (Shymkent) 2018 ,CLAY ,atp ,ATP
Sibiu Challenger 2018 ,CLAY ,challeger ,ATP
Turkey F28 (Antalya) 2018 ,CLAY ,atp ,ATP
USA F25 (Laguna Niguel) 2018 ,HARD ,atp ,ATP
Argentina F6 (Buenos Aires) 2018 ,CLAY ,atp ,ATP
Bolivia F2 (Santa Cruz) 2018 ,CLAY ,atp ,ATP
Egypt F19 (Cairo) 2018 ,CLAY ,atp ,ATP
Great Britain F5 (Roehampton) 2018 ,HARD ,atp ,ATP
Moselle Open - Metz 2018 ,I. HARD ,atp ,ATP
Portugal F17 (Setubal) 2018 ,HARD ,atp ,ATP
Spain F28 (Madrid) 2018 ,CLAY ,atp ,ATP
St. Petersburg Open - St. Petersburg 2018 ,I. HARD ,atp ,ATP
Tunisia F32 (Monastir) 2018 ,HARD ,atp ,ATP
Kazakhstan F8 (Shymkent) 2018 ,CLAY ,atp ,ATP
Laver Cup - Chicago 2018 ,I. HARD ,atp ,ATP
Australia F6 (Darwin) 2018 ,HARD ,atp ,ATP
Bolivia F3 (La Paz) 2018 ,CLAY ,atp ,ATP
Chengdu Open - Chengdu 2018 ,HARD ,atp ,ATP
Egypt F20 (Cairo) 2018 ,CLAY ,atp ,ATP
France F19 (Sarreguemines) 2018 ,CARPET ,atp ,ATP
Italy F29 (Santa Margherita Di Pula) 2018 ,CLAY ,atp ,ATP
Lebanon F1 (Jounieh) 2018 ,CLAY ,atp ,ATP
Orleans Challenger 2018 ,I. HARD ,challeger ,ATP
Portugal F18 (Oliveira De Azemeis) 2018 ,HARD ,atp ,ATP
Shenzhen Open - Shenzhen 2018 ,HARD ,atp ,ATP
Spain F29 (Sabadell) 2018 ,CLAY ,atp ,ATP
Sweden F4 (Stockholm) 2018 ,I. HARD ,atp ,ATP
Thailand F4 (Hua Hin) 2018 ,HARD ,atp ,ATP
Tiburon Challenger 2018 ,HARD ,challeger ,ATP
Tunisia F33 (Monastir) 2018 ,HARD ,atp ,ATP
Turkey F29 (Antalya) 2018 ,CLAY ,atp ,ATP
USA F26 (Fountain Valley) 2018 ,HARD ,atp ,ATP
Great Britain F6 (Barnstaple) 2018 ,I. HARD ,atp ,ATP
Peru F1 (Trujillo) 2018 ,CLAY ,atp ,ATP
Australia F7 (Brisbane) 2018 ,HARD ,atp ,ATP
Almaty Challenger 2018 ,HARD ,challeger ,ATP
Campinas Challenger 2018 ,CLAY ,challeger ,ATP
China Open - Beijing 2018 ,HARD ,atp ,ATP
Florence Challenger 2018 ,CLAY ,challeger ,ATP
France F20 (Nevers) 2018 ,I. HARD ,atp ,ATP
Israel F12 (Herzlia) 2018 ,HARD ,atp ,ATP
Italy F30 (Santa Margherita Di Pula) 2018 ,CLAY ,atp ,ATP
Lebanon F2 (Jounieh) 2018 ,CLAY ,atp ,ATP
Monterrey Challenger 2018 ,HARD ,challeger ,ATP
Nigeria F4 (Lagos) 2018 ,HARD ,atp ,ATP
Portugal F19 (Idanha-a-Nova) 2018 ,HARD ,atp ,ATP
Rakuten Japan Open - Tokyo 2018 ,I. HARD ,atp ,ATP
Spain F30 (Melilla) 2018 ,CLAY ,atp ,ATP
Stockton Challenger 2018 ,HARD ,challeger ,ATP
Sweden F5 (Falun) 2018 ,I. HARD ,atp ,ATP
Thailand F5 (Hua Hin) 2018 ,HARD ,atp ,ATP
Tunisia F34 (Monastir) 2018 ,HARD ,atp ,ATP
Turkey F30 (Antalya) 2018 ,CLAY ,atp ,ATP
Egypt F21 (Sharm El Sheikh) 2018 ,HARD ,atp ,ATP
Peru F2 (Lima) 2018 ,CLAY ,atp ,ATP
Germany F14 (Oberhaching) 2018 ,I. HARD ,atp ,ATP
Australia F8 (Toowoomba) 2018 ,HARD ,atp ,ATP
Egypt F22 (Sharm El Sheikh) 2018 ,HARD ,atp ,ATP
Fairfield Challenger 2018 ,HARD ,challeger ,ATP
France F21 (Saint-Dizier) 2018 ,I. HARD ,atp ,ATP
Israel F13 (Ashkelon) 2018 ,HARD ,atp ,ATP
Italy F31 (Santa Margherita Di Pula) 2018 ,CLAY ,atp ,ATP
Nigeria F5 (Lagos) 2018 ,HARD ,atp ,ATP
Ortisei Challenger 2018 ,I. HARD ,challeger ,ATP
Peru F3 (Lima) 2018 ,CLAY ,atp ,ATP
Portugal F20 (Idanha-a-Nova) 2018 ,HARD ,atp ,ATP
Santo Domingo Challenger 2018 ,CLAY ,challeger ,ATP
Shanghai Rolex Masters - Shanghai 2018 ,HARD ,atp ,ATP
Spain F31 (Riba - Roja de Turia) 2018 ,CLAY ,atp ,ATP
Tashkent Challenger 2018 ,HARD ,challeger ,ATP
Thailand F6 (Hua Hin) 2018 ,HARD ,atp ,ATP
Tunisia F35 (Monastir) 2018 ,HARD ,atp ,ATP
Turkey F31 (Antalya) 2018 ,CLAY ,atp ,ATP
Barcelona Challenger 2018 ,CLAY ,challeger ,ATP
Germany F15 (Bad Salzdetfurth) 2018 ,CARPET ,atp ,ATP
USA F27 (Houston) 2018 ,HARD ,atp ,ATP
Calgary Challenger 2018 ,I. HARD ,challeger ,ATP
Egypt F23 (Sharm El Sheikh) 2018 ,HARD ,atp ,ATP
Ismaning Challenger 2018 ,CARPET ,challeger ,ATP
Israel F14 (Meitar) 2018 ,HARD ,atp ,ATP
Italy F32 (Santa Margherita Di Pula) 2018 ,CLAY ,atp ,ATP
Kremlin Cup - Moscow 2018 ,I. HARD ,atp ,ATP
Ningboo Challenger 2018 ,HARD ,challeger ,ATP
Portugal F21 (Sao Bras de Alportel) 2018 ,HARD ,atp ,ATP
Tunisia F36 (Monastir) 2018 ,HARD ,atp ,ATP
Turkey F32 (Antalya) 2018 ,CLAY ,atp ,ATP
USA F28 (Harlingen) 2018 ,HARD ,atp ,ATP
Brazil F5 (Mogi das Cruzes) 2018 ,CLAY ,atp ,ATP
European Open - Antwerp 2018 ,I. HARD ,atp ,ATP
France F22 (Rodez) 2018 ,I. HARD ,atp ,ATP
Intrum Stockholm Open - Stockholm 2018 ,I. HARD ,atp ,ATP
Brest Challenger 2018 ,I. HARD ,challeger ,ATP
"Davis Cup, Group I, PO, POR-RSA 4-0 2018 ",CLAY ,DAVIS ,ITF
Brazil F6 (Curitiba) 2018 ,CLAY ,atp ,ATP
Egypt F24 (Sharm El Sheikh) 2018 ,HARD ,atp ,ATP
Erste Bank Open - Vienna 2018 ,I. HARD ,atp ,ATP
Italy F33 (Santa Margherita Di Pula) 2018 ,CLAY ,atp ,ATP
Las Vegas Challenger 2018 ,HARD ,challeger ,ATP
Lima Challenger 2018 ,CLAY ,challeger ,ATP
Liuzhou Challenger 2018 ,HARD ,challeger ,ATP
Portugal F22 (Tavira) 2018 ,HARD ,atp ,ATP
Swiss Indoors Basel - Basel 2018 ,I. HARD ,atp ,ATP
Traralgon Challenger 2018 ,HARD ,challeger ,ATP
Tunisia F37 (Monastir) 2018 ,HARD ,atp ,ATP
Turkey F33 (Antalya) 2018 ,CLAY ,atp ,ATP
USA F28b (Waco) 2018 ,HARD ,atp ,ATP
Vietnam F4 (Tay Ninh) 2018 ,HARD ,atp ,ATP
Germany F16 (Hamburg) 2018 ,I. HARD ,atp ,ATP
Czech Republic F7 (Liberec) 2018 ,CARPET ,atp ,ATP
"Davis Cup, Group I, PO, SVK-BLR 3-1 2018 ",CLAY ,DAVIS ,ITF
Thailand F7 (Nonthaburi) 2018 ,HARD ,atp ,ATP
USA F29 (Birmingham) 2018 ,CLAY ,atp ,ATP
Argentina F7 (Corrientes) 2018 ,CLAY ,atp ,ATP
BNP Paribas Masters - Paris 2018 ,I. HARD ,atp ,ATP
Brazil F7 (Sao Carlos) 2018 ,CLAY ,atp ,ATP
Charlottesville Challenger 2018 ,I. HARD ,challeger ,ATP
Eckental Challenger 2018 ,CARPET ,challeger ,ATP
Egypt F25 (Sharm El Sheikh) 2018 ,HARD ,atp ,ATP
Estonia F2 (Tartu) 2018 ,CARPET ,atp ,ATP
Greece F6 (Heraklion) 2018 ,HARD ,atp ,ATP
Guayaquil Challenger 2018 ,CLAY ,challeger ,ATP
Italy F34 (Santa Margherita Di Pula) 2018 ,CLAY ,atp ,ATP
Kuwait F1 (Meshref) 2018 ,HARD ,atp ,ATP
Tunisia F38 (Monastir) 2018 ,HARD ,atp ,ATP
Turkey F34 (Antalya) 2018 ,CLAY ,atp ,ATP
Vietnam F5 (Tay Ninh) 2018 ,HARD ,atp ,ATP
Czech Republic F8 (Opava) 2018 ,CARPET ,atp ,ATP
Argentina F8 (Buenos Aires) 2018 ,CLAY ,atp ,ATP
Bratislava Challenger 2018 ,I. HARD ,challeger ,ATP
Brazil F8 (Sao Paulo) 2018 ,CLAY ,atp ,ATP
Egypt F26 (Sharm El Sheikh) 2018 ,HARD ,atp ,ATP
Estonia F3 (Parnu) 2018 ,I. HARD ,atp ,ATP
Greece F7 (Heraklion) 2018 ,HARD ,atp ,ATP
Kuwait F2 (Meshref) 2018 ,HARD ,atp ,ATP
Montevideo Challenger 2018 ,CLAY ,challeger ,ATP
Mouilleron-Le-Captif Challenger 2018 ,I. HARD ,challeger ,ATP
Mozambique F1 (Maputo) 2018 ,HARD ,atp ,ATP
Thailand F8 (Nonthaburi) 2018 ,HARD ,atp ,ATP
Tunisia F39 (Monastir) 2018 ,HARD ,atp ,ATP
Turkey F35 (Antalya) 2018 ,CLAY ,atp ,ATP
USA F30 (Niceville) 2018 ,CLAY ,atp ,ATP
Czech Republic F9 (Valasske Mezirici) 2018 ,I. HARD ,atp ,ATP
Knoxville Challenger 2018 ,I. HARD ,challeger ,ATP
Next Gen ATP Finals - Milan 2018 ,I. HARD ,atp ,ATP
Mozambique F2 (Maputo) 2018 ,HARD ,atp ,ATP
USA F32 (Pensacola) 2018 ,CLAY ,atp ,ATP
Argentina F9 (Rio Cuarto) 2018 ,CLAY ,atp ,ATP
Bangalore Challenger 2018 ,HARD ,challeger ,ATP
Brazil F9 (Ribeirao Preto) 2018 ,CLAY ,atp ,ATP
Champaign Challenger 2018 ,I. HARD ,challeger ,ATP
Chile F1 (Vina del Mar) 2018 ,CLAY ,atp ,ATP
Egypt F27 (Sharm El Sheikh) 2018 ,HARD ,atp ,ATP
Finland F4 (Helsinki) 2018 ,I. HARD ,atp ,ATP
Greece F8 (Heraklion) 2018 ,HARD ,atp ,ATP
Houston Challenger 2018 ,HARD ,challeger ,ATP
Kobe Challenger 2018 ,I. HARD ,challeger ,ATP
Kuwait F3 (Meshref) 2018 ,HARD ,atp ,ATP
Thailand F9 (Nonthaburi) 2018 ,HARD ,atp ,ATP
Tunisia F40 (Monastir) 2018 ,HARD ,atp ,ATP
Turkey F36 (Antalya) 2018 ,CLAY ,atp ,ATP
Buenos Aires Challenger 2018 ,CLAY ,challeger ,ATP
Nitto ATP Finals - London 2018 ,I. HARD ,atp ,ATP
USA F31 (Norman) 2018 ,HARD ,atp ,ATP
Czech Republic F10 (Milovice) 2018 ,I. HARD ,atp ,ATP
Andria Challenger 2018 ,CARPET ,challeger ,ATP
Chile F2 (Santiago) 2018 ,CLAY ,atp ,ATP
Egypt F28 (Sharm El Sheikh) 2018 ,HARD ,atp ,ATP
Panama F4 (Panama) 2018 ,CLAY ,atp ,ATP
Pune Challenger 2018 ,HARD ,challeger ,ATP
Turkey F37 (Antalya) 2018 ,CLAY ,atp ,ATP
USA F33 (Columbus) 2018 ,I. HARD ,atp ,ATP
Czech Republic F11 (Ricany) 2018 ,I. HARD ,atp ,ATP
South Africa F1 (Stellenbosch) 2018 ,HARD ,atp ,ATP
Tunisia F41 (Monastir) 2018 ,HARD ,atp ,ATP
"Davis Cup, World Group, F, FRA-CRO 1-3 2018 ",CLAY ,DAVIS ,ITF
Cameroon F1 (Yaounde) 2018 ,HARD ,atp ,ATP
Chile F3 (Antofagasta) 2018 ,CLAY ,atp ,ATP
Dominican Republic F1 (Santo Domingo) 2018 ,HARD ,atp ,ATP
Egypt F29 (Cairo) 2018 ,CLAY ,atp ,ATP
South Africa F2 (Stellenbosch) 2018 ,HARD ,atp ,ATP
Tunisia F42 (Monastir) 2018 ,HARD ,atp ,ATP
Turkey F38 (Antalya) 2018 ,CLAY ,atp ,ATP
USA F34 (Waco) 2018 ,I. HARD ,atp ,ATP
Czech Republic F12 (Prague) 2018 ,I. HARD ,atp ,ATP
"Australian Open (Asia, Wildcard) 2018 ",HARD ,grandSlam ,GS
Cameroon F2 (Yaounde) 2018 ,HARD ,atp ,ATP
Dominican Republic F2 (Santo Domingo) 2018 ,HARD ,atp ,ATP
Egypt F30 (Cairo) 2018 ,CLAY ,atp ,ATP
Pakistan F1 (Islamabad) 2018 ,HARD ,atp ,ATP
Qatar F4 (Doha) 2018 ,HARD ,atp ,ATP
South Africa F3 (Stellenbosch) 2018 ,HARD ,atp ,ATP
Tunisia F43 (Monastir) 2018 ,HARD ,atp ,ATP
Turkey F39 (Antalya) 2018 ,CLAY ,atp ,ATP
USA F35 (Tallahassee) 2018 ,I. HARD ,atp ,ATP
Dominican Republic F3 (Santo Domingo) 2018 ,HARD ,atp ,ATP
Egypt F31 (Cairo) 2018 ,CLAY ,atp ,ATP
Pakistan F2 (Islamabad) 2018 ,HARD ,atp ,ATP
Qatar F5 (Doha) 2018 ,HARD ,atp ,ATP
Tunisia F44 (Monastir) 2018 ,HARD ,atp ,ATP
"Australian Open (Australia, Wildcard) 2018 ",HARD ,grandSlam ,GS
Turkey F40 (Antalya) 2018 ,CLAY ,atp ,ATP
Pakistan F3 (Islamabad) 2018 ,CLAY ,atp ,ATP
Qatar F6 (Doha) 2018 ,HARD ,atp ,ATP
Tunisia F45 (Monastir) 2018 ,HARD ,atp ,ATP
Turkey F41 (Antalya) 2018 ,CLAY ,atp ,ATP
Hong Kong F3 (Hong Kong) 2018 ,HARD ,atp ,ATP
Mubadala World Tennis Championship 2018 ,HARD ,atp ,ATP
Tata Open Maharashtra - Pune 2018 ,HARD ,atp ,ATP
M15 Anning 2018 ,CLAY ,futures ,ITF
M25 Hong Kong 2018 ,HARD ,futures ,ITF
M25 Los Angeles 2018 ,HARD ,futures ,ITF
Orlando Challenger 2018 ,HARD ,challeger ,ATP
AAPT Championships - Adelaide 2003 ,HARD ,atp ,ATP
Qatar Exxon Mobil Open 2003 - Doha 2003 ,HARD ,atp ,ATP
Tata Open 2003 - Chennai 2003 ,HARD ,atp ,ATP
Adidas International - Sydney 2003 ,HARD ,atp ,ATP
Heineken Open - Auckland 2003 ,HARD ,atp ,ATP
Australian Open - Melbourne 2003 ,HARD ,grandSlam ,GS
Milan Indoors - Milan 2003 ,CARPET ,atp ,ATP
"Davis Cup, Group 1, 1R, AUT-NOR 5-0 2003 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, BLR-ISR 3-2 2003 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, ECU-CHI 3-2 2003 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, IND-JPN 4-1 2003 ",GRASS ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, NZL-PAK 5-0 2003 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, PER-BAH 5-0 2003 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, THA-KOR 4-1 2003 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, UZB-INA 3-2 2003 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, ARG-GER 5-0 2003 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, AUS-GBR 4-1 2003 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, CRO-USA 4-1 2003 ",CARPET ,DAVIS ,ITF
"Davis Cup, World Group, 1R, ESP-BEL 5-0 2003 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, FRA-ROU 4-1 2003 ",CARPET ,DAVIS ,ITF
"Davis Cup, World Group, 1R, RUS-CZE 3-2 2003 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, SUI-NED 3-2 2003 ",CARPET ,DAVIS ,ITF
"Davis Cup, World Group, 1R, SWE-BRA 3-2 2003 ",CARPET ,DAVIS ,ITF
BellSouth Open - Vina del Mar 2003 ,CLAY ,atp ,ATP
Open 13 - Marseille 2003 ,I. HARD ,atp ,ATP
Siebel Open - San Jose 2003 ,I. HARD ,atp ,ATP
ABN/AMRO World Tennis Tournament - Rotterdam 2003 ,I. HARD ,atp ,ATP
Copa AT&T - Buenos Aires 2003 ,CLAY ,atp ,ATP
Kroger / St. Jude International - Memphis 2003 ,I. HARD ,atp ,ATP
Abierto Mexicano de Tenis Pegaso - Acapulco 2003 ,CLAY ,atp ,ATP
Copenhagen Open - Copenhagen 2003 ,I. HARD ,atp ,ATP
Dubai Tennis Open - Dubai 2003 ,HARD ,atp ,ATP
Franklin Templeton Tennis Classic - Scottsdale 2003 ,HARD ,atp ,ATP
International Tennis Championships - Delray Beach 2003 ,HARD ,atp ,ATP
Tennis Masters Series - Indian Wells 2003 ,HARD ,atp ,ATP
Tennis Masters Series - Miami 2003 ,HARD ,atp ,ATP
"Davis Cup, World Group, QF, ARG-RUS 5-0 2003 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QF, AUS-SWE 5-0 2003 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QF, ESP-CRO 5-0 2003 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QF, SUI-FRA 3-2 2003 ",I. HARD ,DAVIS ,ITF
Estoril Open - Estoril 2003 ,CLAY ,atp ,ATP
Grand Prix Hassan II - Casablanca 2003 ,CLAY ,atp ,ATP
Tennis Masters Series - Monte Carlo 2003 ,CLAY ,atp ,ATP
Open Seat Godo 2003 - Barcelona 2003 ,CLAY ,atp ,ATP
U.S. Men's Clay Court Championships - Houston 2003 ,CLAY ,atp ,ATP
BMW Open - Munich 2003 ,CLAY ,atp ,ATP
Open de Tenis Comunidad Valenciana - Valencia 2003 ,CLAY ,atp ,ATP
Tennis Masters Series - Rome 2003 ,CLAY ,atp ,ATP
Tennis Masters Series - Hamburg 2003 ,CLAY ,atp ,ATP
Internationaler Raiffeisen Grand Prix - St. Polten 2003 ,CLAY ,atp ,ATP
French Open - Paris 2003 ,CLAY ,grandSlam ,GS
Gerry Weber Open - Halle 2003 ,GRASS ,atp ,ATP
The Stella Artois Grass Court Championships - London 2003 ,GRASS ,atp ,ATP
Ordina Open - 's-Hertogenbosch 2003 ,GRASS ,atp ,ATP
The Samsung Open - Nottingham 2003 ,GRASS ,atp ,ATP
Wimbledon - London 2003 ,GRASS ,grandSlam ,GS
Allianz Suisse Open Gstaad - Gstaad 2003 ,CLAY ,atp ,ATP
Miller Lite Hall of Fame Tennis Championships - Newport 2003 ,GRASS ,atp ,ATP
Telenordia Swedish Open - Bastad 2003 ,CLAY ,atp ,ATP
2003 Mercedes Cup - Stuttgart 2003 ,CLAY ,atp ,ATP
Energis Open - Amersfoort 2003 ,CLAY ,atp ,ATP
Generali Open 2003 - Kitzbuhel 2003 ,CLAY ,atp ,ATP
International Championship of Croatia - Umag 2003 ,CLAY ,atp ,ATP
RCA Championships - Indianapolis 2003 ,HARD ,atp ,ATP
Legg Mason Tennis Classic - Washington D.C. 2003 ,HARD ,atp ,ATP
Mercedes-Benz Cup - Los Angeles 2003 ,HARD ,atp ,ATP
Idea Prokom Open - Sopot 2003 ,CLAY ,atp ,ATP
Binghamton Professional Tennis Tournament - Binghamton 2003 ,HARD ,atp ,ATP
San Marino Cepu Open - San Marino 2003 ,CLAY ,atp ,ATP
Tennis Masters Series - Montreal 2003 ,HARD ,atp ,ATP
CA Challenge - Graz 2003 ,HARD ,atp ,ATP
GHI Bronx Classic - Bronx 2003 ,HARD ,atp ,ATP
Tennis Masters Series - Cincinnati 2003 ,HARD ,atp ,ATP
Geneva Challenger - Geneva 2003 ,CLAY ,challeger ,ATP
TD Waterhouse Cup - Long Island 2003 ,HARD ,atp ,ATP
XXX Edizione 'A Savoldi Marco' - Manerbio 2003 ,CLAY ,atp ,ATP
Asics Challenger Open - Monchengladbach 2003 ,CLAY ,challeger ,ATP
3Â° Trofeo 'Citta di Brindisi' - Brindisi 2003 ,CLAY ,atp ,ATP
Black Forest Open - Freudenstadt 2003 ,CLAY ,atp ,ATP
U.S. Open - New York 2003 ,HARD ,grandSlam ,GS
Alexander Kolyaskin Memorial - Donetsk 2003 ,HARD ,atp ,ATP
Brasil Open - Salvador 2003 ,HARD ,atp ,ATP
Bulgarian Open - Sofia 2003 ,CLAY ,atp ,ATP
Fujitsu Siemens Open - Budapest 2003 ,CLAY ,atp ,ATP
Gelsor Open Romania - Bucharest 2003 ,CLAY ,atp ,ATP
Banja Luka Challenger 2003 - Banja Luka 2003 ,CLAY ,challeger ,ATP
Grand Prix de Tennis - St. Jean de Luz 2003 ,I. HARD ,atp ,ATP
Pekao Open 2003 - Szczecin 2003 ,CLAY ,atp ,ATP
Project Independence Men's Challenger - Mandeville 2003 ,HARD ,challeger ,ATP
"Davis Cup, World Group, QR, AUT-BEL 3-2 2003 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, BLR-GER 3-2 2003 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, CAN-BRA 3-2 2003 ",CARPET ,DAVIS ,ITF
"Davis Cup, World Group, QR, CZE-THA 4-1 2003 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, MAR-GBR 3-2 2003 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, NED-IND 5-0 2003 ",CARPET ,DAVIS ,ITF
"Davis Cup, World Group, QR, ROU-ECU 3-2 2003 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, USA-SVK 3-2 2003 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, SF, AUS-SUI 3-2 2003 ",HARD ,DAVIS ,ITF
"Davis Cup, World Group, SF, ESP-ARG 3-2 2003 ",CLAY ,DAVIS ,ITF
Campionati Internazionali di Sicilia - Palermo 2003 ,CLAY ,atp ,ATP
Heineken Open Shanghai - Shanghai 2003 ,HARD ,atp ,ATP
Open de L'Isere - Grenoble 2003 ,I. HARD ,atp ,ATP
Thailand Open - Bangkok 2003 ,I. HARD ,atp ,ATP
USTA Challenger of San Antonio - San Antonio 2003 ,HARD ,challeger ,ATP
AIG Japan Open - Tokyo 2003 ,HARD ,atp ,ATP
Challenger Groningen - Groningen 2003 ,I. HARD ,challeger ,ATP
Copa Sevilla Internacionales de Andalucia - Seville 2003 ,CLAY ,atp ,ATP
Kremlin Cup - Moscow 2003 ,CARPET ,atp ,ATP
Open de Moselle - Metz 2003 ,I. HARD ,atp ,ATP
Regional Hand Center Men's Challenger - Fresno 2003 ,HARD ,challeger ,ATP
CA Tennis Trophy - Vienna 2003 ,I. HARD ,atp ,ATP
Grand Prix de Tennis de Lyon - Lyon 2003 ,CARPET ,atp ,ATP
IX Trofeo Ciudad de Quito - Quito 2003 ,CLAY ,atp ,ATP
