tournament,date,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,level,surface,federation
"Canberra Challenger" ,2019-01-07 00:00:00 ,"Sadio Doumbia" ,"Colin Sinclair" ,& ,& , , , , , , , , , ,,Hard,challeger,ATP
"Canberra Challenger" ,2019-01-07 00:00:00 ,"Matthew Christopher Romios" ,"Sander Gille" ,& ,& , , , , , , , , , ,,Hard,challeger,ATP
"Canberra Challenger" ,2019-01-07 00:00:00 ,"Sem Verbeek" ,"Xin Gao" ,& ,& , , , , , , , , , ,,Hard,challeger,ATP
"Da Nang Challenger" ,2019-01-07 00:00:00 ,"Teimuraz Gabashvili" ,"Daniel Nguyen" ,& ,& , , , , , , , , , ,,Hard,challeger,ATP
"Da Nang Challenger" ,2019-01-07 00:00:00 ,"Julian Lenz" ,"Arthur Rinderknech" ,& ,& , , , , , , , , , ,,Hard,challeger,ATP
"Sydney International - Sydney" ,2019-01-07 00:00:00 ,"Malek Jaziri" ,"Sam Querrey" ,& ,& , , , , , , , , , ,,Hard,atp,ATP
"Sydney International - Sydney" ,2019-01-07 00:00:00 ,"Jeremy Chardy" ,"Andreas Seppi" ,& ,& , , , , , , , , , ,,Hard,atp,ATP
"Sydney International - Sydney" ,2019-01-07 00:00:00 ,"Matthew Ebden" ,"Nicolas Jarry" ,& ,& , , , , , , , , , ,,Hard,atp,ATP
"Sydney International - Sydney" ,2019-01-07 00:00:00 ,"John Millman" ,"Frances Tiafoe" ,& ,& , , , , , , , , , ,,Hard,atp,ATP
"Sydney International - Sydney" ,2019-01-07 00:00:00 ,"Marton Fucsovics" ,"James Duckworth" ,& ,& , , , , , , , , , ,,Hard,atp,ATP
"Sydney International - Sydney" ,2019-01-07 00:00:00 ,"Alex De Minaur" ,"Dusan Lajovic" ,& ,& , , , , , , , , , ,,Hard,atp,ATP
