tournament,date,date_real,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,surface,level,federation
Chennai Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Ivan Gakhov ,Dayne Kelly ,2,0,7,6, , , ,6,3, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Collin Altamirano ,Kaito Uesugi ,2,1,1,6,7, , ,6,3,6, , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Sasi Kumar Mukund ,Sebastian Fanselow ,2,0,6,6, , , ,3,1, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Duckhee Lee ,Sumit Nagal ,2,0,6,6, , , ,3,4, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Alexander Zhurbin ,Ricardo Ojeda Lara ,2,0,6,6, , , ,2,4, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Andrew Harris ,Tsung Hua Yang ,2,0,6,6, , , ,2,1, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Alejandro Davidovich Fokina ,Renta Tokuda ,2,1,3,6,6, , ,6,2,3, , ,HARD ,challeger ,ATP
Cordoba Open - Cordoba 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Malek Jaziri ,Carlos Berlocq ,2,1,6,4,7, , ,3,6,6, , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Juan Ignacio Londero ,Nicolas Jarry ,2,0,6,7, , , ,2,6, , , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Roberto Carballes Baena ,Andrej Martin ,2,0,6,6, , , ,3,2, , , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Alessandro Giannessi ,Thiago Seyboth Wild ,2,1,6,7,7, , ,7,5,6, , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Pablo Cuevas ,Facundo Bagnis ,2,0,6,6, , , ,4,4, , , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Jaume Antoni Munar Clar ,Guido Andreozzi ,2,0,6,6, , , ,1,4, , , ,CLAY ,atp ,ATP
Dallas Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Michael Redlicki ,Goncalo Oliveira ,2,1,6,4,6, , ,2,6,1, , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Thai Kwiatkowski ,Jelle Sels ,2,1,4,7,6, , ,6,6,4, , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Jan Choinski ,Evan Zhu ,2,0,6,6, , , ,4,4, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Roberto Cid ,Ulises Blanch ,1,0,3, , , , ,0, , , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Dominik Koepfer ,Vincent Millot ,2,0,6,6, , , ,4,1, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Christian Harrison ,Maxime Cressy ,2,0,6,7, , , ,4,6, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Borna Gojo ,Gijs Brouwer ,2,0,6,6, , , ,2,2, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Marcos Giron ,Louis Wessels ,2,0,7,6, , , ,5,1, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Emilio Gomez ,Dennis Novikov ,2,0,6,6, , , ,1,1, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Martin Redlicki ,Evgeny Karlovskiy ,2,1,6,6,6, , ,3,7,2, , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Evan King ,Miomir Kecmanovic ,1,0,6, , , , ,3, , , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Alex Rybakov ,Stefan Kozlov ,2,0,6,6, , , ,2,1, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Reilly Opelka ,Jan Choinski ,2,1,4,6,6, , ,6,3,4, , ,I. HARD ,challeger ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Daniel Brands ,Nikoloz Basilashvili ,2,0,7,7, , , ,6,5, , , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Yannick Maden ,Adrian Mannarino ,2,0,6,7, , , ,4,6, , , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Jan Lennard Struff ,Stefano Travaglia ,2,0,6,6, , , ,4,3, , , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Matteo Berrettini ,Denis Istomin ,2,0,6,7, , , ,4,6, , , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Robin Haase ,Dimitar Kuzmanov ,2,0,6,6, , , ,2,4, , , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Gael Monfils ,Viktor Troicki ,2,0,6,6, , , ,3,4, , , ,I. HARD ,atp ,ATP
M15 Grenoble 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Marat Deviatiarov ,Dan Added ,2,1,7,3,7, , ,5,6,5, , ,I. HARD ,futures ,ITF
M15 Grenoble 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Quentin Robert (1994) ,Maxime Chazal ,2,0,7,7, , , ,6,5, , , ,I. HARD ,futures ,ITF
M15 Grenoble 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Baptiste Anselmo ,Loris Pourroy ,2,1,6,3,6, , ,2,6,1, , ,I. HARD ,futures ,ITF
M15 Grenoble 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Leny Mitjana ,Arthur Rinderknech ,2,0,6,6, , , ,4,4, , , ,I. HARD ,futures ,ITF
M15 Grenoble 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Geoffrey Blancaneaux ,Emilien Voisin ,2,0,7,6, , , ,6,2, , , ,I. HARD ,futures ,ITF
M15 Kaarst 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Robin Stanek ,Robin Kern ,2,0,6,7, , , ,1,6, , , ,CARPET ,futures ,ITF
M15 Kaarst 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Ondrej Krstev ,Frederik Press ,2,0,6,7, , , ,3,6, , , ,CARPET ,futures ,ITF
M15 Kaarst 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Kai Wehnelt ,Sami Reinwein ,1,0,7,6, , , ,6, , , , ,CARPET ,futures ,ITF
M15 Kaarst 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Botic Van De Zandschulp ,Marvin Greven ,2,0,6,6, , , ,0,0, , , ,CARPET ,futures ,ITF
M15 Kaarst 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Igor Sijsling ,Bastien Presuhn ,2,0,6,6, , , ,3,2, , , ,CARPET ,futures ,ITF
M15 Kaarst 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Dalibor Svrcina ,Niels Lootsma ,2,0,6,6, , , ,1,3, , , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Julian Lenz ,Dominic Stephan Stricker ,2,0,6,7, , , ,2,6, , , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Elmar Ejupovic ,Christian Seraphim ,2,0,6,6, , , ,3,3, , , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Ryan Shane ,Marco Bortolotti ,2,0,6,6, , , ,3,1, , , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Edan Leshem ,Ryan Peniston ,2,0,6,6, , , ,4,4, , , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Antoine Bellier ,Tom Fawcett ,2,0,6,7, , , ,4,6, , , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Tobias Simon ,Alexander Ritschard ,2,1,6,6,7, , ,7,1,6, , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Sandro Ehrat ,Lorenzo Frigerio ,2,0,6,6, , , ,3,4, , , ,CARPET ,futures ,ITF
Open Sud de France - Montpellier 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Antoine Hoang ,Steve Darcis ,2,0,6,6, , , ,1,2, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Ernests Gulbis ,Hubert Hurkacz ,2,0,6,7, , , ,4,6, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Filip Krajinovic ,Nicolas Mahut ,2,0,7,6, , , ,6,4, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Tomas Berdych ,Matthias Bachinger ,2,1,5,6,6, , ,7,3,3, , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Benoit Paire ,Evgeny Donskoy ,2,0,7,6, , , ,5,3, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Pierre Hugues Herbert ,Denis Kudla ,2,0,6,6, , , ,2,1, , , ,I. HARD ,atp ,ATP
Budapest Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Uladzimir Ignatik ,Ramkumar Ramanathan ,2,0,7,7, , , ,6,5, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Alex Molcan ,Dennis Novak ,1,0,6,3, , , ,2,0, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Roberto Marcora ,Gregoire Barrere ,2,0,7,6, , , ,6,3, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Norbert Gombos ,Tallon Griekspoor ,2,1,4,7,7, , ,6,6,6, , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Oscar Otte ,Danilo Petrovic ,2,1,7,3,7, , ,6,6,6, , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Mathias Bourgue ,Jurgen Zopp ,2,0,6,6, , , ,3,1, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Zdenek Kolar ,Zsombor Piros ,2,1,6,6,6, , ,7,1,2, , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Pavel Kotov ,Kimmer Coppejans ,2,1,6,2,6, , ,4,6,3, , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Alexander Bublik ,Steven Diez ,2,0,6,7, , , ,1,5, , , ,I. HARD ,challeger ,ATP
Chennai Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Corentin Moutet ,Luke Saville ,2,1,6,6,6, , ,2,7,4, , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Mohamed Safwat ,Andrea Pellegrino ,2,0,6,7, , , ,3,5, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Gastao Elias ,Blake Ellis ,2,0,6,7, , , ,2,6, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Soon Woo Kwon ,Alexander Zhurbin ,2,0,6,6, , , ,1,2, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Laurynas Grigelis ,Nam Hoang Ly ,2,1,4,6,6, , ,6,2,1, , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Arjun Kadhe ,Jose Hernandez Fernandez ,2,0,6,6, , , ,3,2, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,James Duckworth ,Ivan Gakhov ,2,0,7,7, , , ,6,5, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Prajnesh Gunneswaran ,Daniel Altmaier ,2,0,6,6, , , ,4,4, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Brydan Klein ,Maverick Banes ,2,0,6,6, , , ,4,1, , , ,HARD ,challeger ,ATP
Cordoba Open - Cordoba 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Albert Ramos Vinolas ,Hugo Dellien ,2,1,7,4,6, , ,6,6,3, , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Federico Delbonis ,Leonardo Mayer ,2,1,6,6,6, , ,4,7,3, , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Juan Ignacio Londero ,Lorenzo Sonego ,2,0,7,6, , , ,5,3, , , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Pedro Cachin ,Pablo Carreno Busta ,1,0,6,3,1, , ,7, ,0, , ,CLAY ,atp ,ATP
Dallas Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Mackenzie Mcdonald ,Liam Broady ,2,0,6,6, , , ,3,4, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Jason Jung ,Christian Harrison ,2,1,6,7,7, , ,7,6,5, , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Dustin Brown ,Alex Rybakov ,2,0,6,6, , , ,2,4, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Jared Hiltzik ,Roberto Quiroz ,2,1,6,4,6, , ,2,6,0, , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Thomaz Bellucci ,Thai Kwiatkowski ,2,1,6,5,7, , ,4,7,5, , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Bjorn Fratangelo ,Filip Peliwo ,2,0,6,7, , , ,2,6, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Marcos Giron ,Tim Smyczek ,2,1,6,6,7, , ,7,2,6, , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Borna Gojo ,Ernesto Escobedo ,2,0,6,6, , , ,4,4, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Brayden Schnur ,Michael Redlicki ,2,0,7,6, , , ,6,4, , , ,I. HARD ,challeger ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Mikhail Kukushkin ,Laslo Djere ,2,0,7,6, , , ,6,4, , , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Martin Klizan ,Mirza Basic ,2,1,6,3,6, , ,0,6,2, , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Fernando Verdasco ,Alexandar Lazarov ,2,0,6,6, , , ,2,1, , , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Marton Fucsovics ,Andreas Seppi ,2,0,6,7, , , ,2,6, , , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Roberto Bautista Agut ,Matthew Ebden ,2,1,3,6,6, , ,6,3,2, , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Matteo Berrettini ,Karen Khachanov ,2,1,6,6,6, , ,7,3,4, , ,I. HARD ,atp ,ATP
M15 Claremont 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Nick Chappell ,William Griffith ,2,0,7,7, , , ,6,5, , , ,HARD ,futures ,ITF
M15 Claremont 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Alexios Halebian ,Alec Adamson ,2,0,6,6, , , ,2,1, , , ,HARD ,futures ,ITF
M15 Claremont 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Jordi Arconada ,Aditya Gupta ,2,0,6,6, , , ,4,3, , , ,HARD ,futures ,ITF
M15 Claremont 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Jose Olivares ,Omni Kumar ,2,1,3,6,6, , ,6,3,4, , ,HARD ,futures ,ITF
M15 Claremont 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Isaiah Strode ,Pavel Krainik ,2,1,3,7,6, , ,6,6,4, , ,HARD ,futures ,ITF
M15 Claremont 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Jenson Brooksby ,Siem Woldeab ,2,1,7,3,6, , ,6,6,3, , ,HARD ,futures ,ITF
M15 Claremont 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Gonzalo Lama ,Ishaan Ravichander ,2,0,6,6, , , ,1,1, , , ,HARD ,futures ,ITF
M15 Claremont 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Henry Craig ,Lucas Gomez ,2,1,7,3,6, , ,6,6,4, , ,HARD ,futures ,ITF
M15 Claremont 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Jumpei Yamasaki ,Dusty H. Boyer ,2,1,4,6,7, , ,6,3,6, , ,HARD ,futures ,ITF
M15 Claremont 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Joao Lucas Reis Da Silva ,Michael Zhu ,2,0,6,6, , , ,3,1, , , ,HARD ,futures ,ITF
M15 Claremont 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Lucas Poullain ,Matic Spec ,2,0,6,6, , , ,1,2, , , ,HARD ,futures ,ITF
M15 Claremont 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Tyler Lu ,Simon Freund ,2,1,7,6,6, , ,5,7,3, , ,HARD ,futures ,ITF
M15 Grenoble 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Hugo Voljacques ,Pierre Faivre ,2,1,7,4,6, , ,5,6,4, , ,I. HARD ,futures ,ITF
M15 Grenoble 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Julian Ocleppo ,Alexis Gautier ,2,1,6,4,6, , ,3,6,4, , ,I. HARD ,futures ,ITF
M15 Grenoble 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Hugo Gaston ,Pascal Meis ,1,0,5, , , , ,2, , , , ,I. HARD ,futures ,ITF
M15 Grenoble 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Niels Desein ,Joshua Paris ,2,0,6,6, , , ,1,0, , , ,I. HARD ,futures ,ITF
M15 Grenoble 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Yannick Mertens ,Arthur Bernabe ,2,0,6,6, , , ,1,0, , , ,I. HARD ,futures ,ITF
M15 Grenoble 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Luca Giacomini ,Lilian Marmousez ,2,1,6,3,7, , ,2,6,5, , ,I. HARD ,futures ,ITF
M15 Grenoble 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Ugo Blanchet ,Florian Lakat ,2,1,6,5,6, , ,3,7,4, , ,I. HARD ,futures ,ITF
M15 Grenoble 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Yanais Laurent ,Andrea Guerrieri ,2,1,6,1,6, , ,1,6,4, , ,I. HARD ,futures ,ITF
M15 Grenoble 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Matteo Martineau ,Maxime Tchoutakian ,2,0,6,7, , , ,4,5, , , ,I. HARD ,futures ,ITF
M15 Grenoble 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Kyrian Jacquet ,Miguel Semmler ,1,0,3,6,2, , ,6,3,0, , ,I. HARD ,futures ,ITF
M15 Kaarst 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Mats Rosenkranz ,Kai Lemstra ,2,1,7,2,6, , ,6,6,4, , ,CARPET ,futures ,ITF
M15 Kaarst 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Petr Nouza ,Mark Whitehouse ,2,1,2,6,6, , ,6,4,2, , ,CARPET ,futures ,ITF
M15 Kaarst 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Vadym Ursu ,Piotr Matuszewski ,2,0,7,6, , , ,6,0, , , ,CARPET ,futures ,ITF
M15 Kaarst 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Karlo Cubelic ,Marvin Netuschil ,2,0,6,6, , , ,3,2, , , ,CARPET ,futures ,ITF
M15 Kaarst 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Daniel De Jonge ,Christoph Negritu ,2,1,4,6,7, , ,6,4,6, , ,CARPET ,futures ,ITF
M15 Kaarst 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Samuele Ramazzotti ,Peter Torebko ,2,0,6,6, , , ,4,4, , , ,CARPET ,futures ,ITF
M15 Kaarst 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Constantin Schmitz ,Dominik Boehler ,1,0,6,3, , , ,3,1, , , ,CARPET ,futures ,ITF
M15 Kaarst 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Lucas Gerch ,Martin Van Der Meerschen ,2,0,6,7, , , ,2,5, , , ,CARPET ,futures ,ITF
M15 Kaarst 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Henri Squire ,Niklas Schell ,2,0,6,6, , , ,3,2, , , ,CARPET ,futures ,ITF
M15 Kaarst 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Mick Veldheer ,Marek Gengel ,2,0,6,6, , , ,1,4, , , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Albano Olivetti ,Lenny Hampel ,2,0,7,6, , , ,6,1, , , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Jakob Aichhorn ,Luca Castelnuovo ,2,1,6,3,6, , ,3,6,3, , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Andrew Watson ,Marek Jaloviec ,2,0,7,6, , , ,5,1, , , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Lloyd Glasspool ,Jules Okala ,2,0,6,7, , , ,3,6, , , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Evan Furness ,Raphael Baltensperger ,2,0,6,7, , , ,2,5, , , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Mattia Bellucci ,Jonas Schaer ,2,0,6,6, , , ,2,4, , , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Takanyi Garanganga ,Michael Vrbensky ,2,0,6,6, , , ,4,4, , , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Jakub Paul ,Igor Smilansky ,2,0,7,7, , , ,6,5, , , ,CARPET ,futures ,ITF
M25 Oberentfelden 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Jerome Kym ,Lukas Ollert ,2,0,6,7, , , ,2,6, , , ,CARPET ,futures ,ITF
Open Sud de France - Montpellier 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Marcos Baghdatis ,Ruben Bemelmans ,2,0,6,6, , , ,2,4, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Ilya Ivashka ,Thomas Fabbiano ,2,1,4,6,6, , ,6,4,3, , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Jeremy Chardy ,Antoine Hoang ,2,0,6,7, , , ,3,5, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Radu Albot ,Philipp Kohlschreiber ,2,0,6,6, , , ,4,3, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Tomas Berdych ,Benoit Paire ,2,0,6,6, , , ,2,0, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Jo Wilfried Tsonga ,Gilles Simon ,2,0,6,7, , , ,2,6, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,06/02/2019 00:00,2019-02-06 00:00:00,Filip Krajinovic ,David Goffin ,2,0,6,6, , , ,4,4, , , ,I. HARD ,atp ,ATP
Budapest Challenger 2019 ,07/02/2019 00:00,2019-02-07 00:00:00,Roberto Marcora ,Norbert Gombos ,2,0,6,6, , , ,3,4, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,07/02/2019 00:00,2019-02-07 00:00:00,Oscar Otte ,Nikola Milojevic ,2,0,6,6, , , ,3,4, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,07/02/2019 00:00,2019-02-07 00:00:00,Viktor Galovic ,Bernabe Zapata Miralles ,2,1,7,5,6, , ,6,7,2, , ,I. HARD ,challeger ,ATP
