tournament,date,date_real,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,surface,level,federation
M25 Weston 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Preston Brown ,Fernando Yamacita ,2,1,7,2,1, , ,6,6,6, , ,CLAY ,futures ,ITF
Quimper Challenger 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Tobias Kamke ,Daniel Gimeno Traver ,2,0,6,6, , , ,2,4, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Daniel Brands ,Hugo Gaston ,2,0,6,7, , , ,2,6, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Thiemo de Bakker ,Aslan Karatsev ,2,1,4,7,6, , ,6,5,0, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Daniel Evans ,Constantin Bittoun Kouzmine ,2,0,6,6, , , ,3,0, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Alexey Vatutin ,Elliot Benchetrit ,2,0,7,6, , , ,5,4, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Mathias Bourgue ,Roberto Ortega Olmedo ,2,1,4,7,6, , ,6,6,4, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Oscar Otte ,Bernabe Zapata Miralles ,2,1,4,6,6, , ,6,4,3, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Calvin Hemery ,Evan Furness ,2,0,6,7, , , ,3,6, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Lucas Miedler ,Matteo Donati ,2,0,6,6, , , ,3,4, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Gregoire Jacq ,Fabien Reboul ,2,0,6,6, , , ,2,4, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Alexandre Muller ,Maxime Janvier ,2,1,3,7,6, , ,6,6,4, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Manuel Guinard ,Quentin Gueydan ,2,0,7,6, , , ,6,4, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Raul Brancaccio ,Carlos Taberner ,2,0,7,7, , , ,5,6, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,28/01/2019 00:00,2019-01-28 00:00:00,Pavel Kotov ,Zdenek Kolar ,2,1,6,7,6, , ,7,5,3, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Dustin Brown ,Jan Choinski ,2,1,7,1,7, , ,6,6,6, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Liam Broady ,Victor Estrella ,2,0,6,7, , , ,3,6, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Darian King ,Danilo Petrovic ,2,0,6,6, , , ,3,4, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Mikael Torpegaard ,Christian Harrison ,2,0,6,6, , , ,0,3, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Noah Rubin ,Benjamin Bonzi ,2,0,6,6, , , ,4,4, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Jared Hiltzik ,Matias Franco Descotte ,2,1,4,7,7, , ,6,5,5, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Goncalo Oliveira ,Evan King ,2,1,6,5,6, , ,2,7,3, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Borna Gojo ,Dominik Koepfer ,2,1,6,5,6, , ,1,7,4, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Miomir Kecmanovic ,Roberto Marcora ,2,0,7,6, , , ,5,2, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Ulises Blanch ,Roberto Cid ,2,1,6,5,7, , ,4,7,6, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Roy Smith ,Donald Young ,2,1,6,0,7, , ,4,6,6, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Maxime Cressy ,Kaichi Uchida ,2,1,4,6,7, , ,6,3,5, , ,I. HARD ,challeger ,ATP
Launceston Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Dudi Sela ,Andrew Harris ,2,0,6,6, , , ,3,2, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Tsung Hua Yang ,Guilherme Clezar ,2,0,7,7, , , ,5,6, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Maverick Banes ,Makoto Ochi ,2,0,6,6, , , ,1,1, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Harry Bourchier ,Gian Marco Moroni ,2,0,7,6, , , ,6,3, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Tristan Lamasine ,Marc Polmans ,2,1,6,4,6, , ,3,6,3, , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Jacob Grills ,Alessandro Bega ,2,1,6,6,6, , ,7,2,3, , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Pedro Martinez Portero ,Daniel Nguyen ,2,0,7,7, , , ,5,6, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Sebastian Ofner ,Enrique Lopez Perez ,1,0,4, , , , ,4, , , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Max Purcell ,Steven Diez ,2,0,6,6, , , ,3,3, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Lloyd Harris ,Blake Ellis ,2,0,6,6, , , ,2,3, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Nicola Kuhn ,Federico Gaio ,2,0,6,6, , , ,1,4, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Yuta Shimizu ,Akira Santillan ,1,0,6,3, , , ,4,2, , , ,HARD ,challeger ,ATP
M15 Monastir 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Erik Crepaldi ,Lucas Bouquet ,2,0,6,6, , , ,1,1, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Diego Hidalgo ,Mubarak Shannan Zayid ,2,0,7,6, , , ,5,3, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Andres Artunedo Martinavarr ,Julian Cash ,1,0,6,2, , , ,4,0, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Evan Hoyt ,Robert Strombachs ,2,0,6,6, , , ,2,4, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Orlando Luz ,Tiago Cacao ,2,0,7,6, , , ,6,4, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Corentin Denolly ,Aidan Mchugh ,2,0,7,6, , , ,5,1, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Valentin Guenther ,Alban Meuffels ,1,0,3,7,4,9, ,6,6, ,5, ,HARD ,futures ,ITF
M15 Monastir 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Clement Larriere ,Luis Faria ,2,0,6,6, , , ,3,1, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Aaron Schmid ,Skyler Butts ,2,1,2,6,1, , ,6,2,6, , ,HARD ,futures ,ITF
M15 Monastir 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Aryan Goveas ,Matteo Martineau ,1,0,6,4, , , ,2,1, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Jacopo Berrettini ,Arsav Mohanty ,2,0,6,6, , , ,0,1, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Jannik Sinner ,Luke Johnson ,2,1,3,6,7, , ,6,3,5, , ,HARD ,futures ,ITF
M15 Palmanova 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Oriol Roca Batalla ,Maxime Mora ,2,1,4,6,6, , ,6,4,1, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Peter Goldsteiner ,Dennis Uspensky ,2,1,6,4,1, , ,3,6,1, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Jaume Pla Malfeito ,Andrey Chepelev ,2,0,6,6, , , ,0,4, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Giovanni Fonio ,Dante Gennaro ,2,0,6,7, , , ,2,5, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Quentin Folliot ,Alex Marti Pujolras ,2,1,1,6,1, , ,6,3,7, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Dragos Nicolae Madaras ,Karue Sell ,2,0,7,6, , , ,6,4, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Carlos Sanchez Jover ,Jakob Sude ,2,0,7,6, , , ,6,3, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Carlos Lopez Montagud ,Nikolas Sanchez Izquierdo ,2,1,5,6,6, , ,7,4,2, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Simon Carr ,Ivan Marrero Curbelo ,2,0,7,6, , , ,6,3, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Imanol Lopez Morillo ,Adil Kalyanpur ,2,1,6,2,1, , ,2,6,6, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Benjamin Winter Lopez ,Sergio Martos Gornes ,2,1,3,6,1, , ,6,4,3, , ,CLAY ,futures ,ITF
M15 Sharm El Sheikh 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Laurent Lokoli ,Olexiy Kolisnyk ,2,1,5,6,6, , ,7,2,3, , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Arthur Rinderknech ,David Poljak ,2,1,6,4,6, , ,2,6,3, , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Adrian Andrzejczuk ,Rishab Agarwal ,2,0,6,6, , , ,2,2, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Daniel Michalski ,Ivan Zaytsev ,2,0,6,6, , , ,1,2, , , ,HARD ,futures ,ITF
M25 Weston 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Junior A. Ore ,Joao Pedro Sorgi ,2,1,6,1,1, , ,4,6,9, , ,CLAY ,futures ,ITF
M25 Weston 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Christian Lindell ,Matic Spec ,2,1,6,3,1, , ,4,6,3, , ,CLAY ,futures ,ITF
M25 Weston 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Adrian Obert ,Preston Brown ,2,1,3,6,1, , ,6,4,2, , ,CLAY ,futures ,ITF
M25 Weston 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Martin Redlicki ,Luis Patino ,2,0,6,6, , , ,3,4, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Paul Oosterbaan ,Lucas Renard ,2,1,4,6,1, , ,6,1,4, , ,CLAY ,futures ,ITF
M25 Weston 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Jose Olivares ,Alan Kohen ,2,0,6,7, , , ,4,5, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Evan Zhu ,Harrison Adams ,2,0,6,6, , , ,2,3, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Nick Hardt ,Naoki Nakagawa ,2,1,6,4,1, , ,1,6,5, , ,CLAY ,futures ,ITF
M25 Weston 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Patrick Kypson ,Jumpei Yamasaki ,2,0,6,6, , , ,2,3, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Joao Lucas Reis Da Silva ,Sebastian Korda ,2,0,6,6, , , ,4,3, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Yeudy Villar ,Keshav Chopra ,2,0,6,6, , , ,1,2, , , ,CLAY ,futures ,ITF
Quimper Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Matthias Bachinger ,Thiemo de Bakker ,2,1,6,6,7, , ,7,4,5, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Gregoire Barrere ,Calvin Hemery ,2,1,7,2,7, , ,6,6,6, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Mathias Bourgue ,Egor Gerasimov ,2,1,2,6,6, , ,6,2,4, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Oscar Otte ,Filippo Baldi ,2,1,7,4,6, , ,5,6,1, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Hubert Hurkacz ,Alexey Vatutin ,2,0,7,7, , , ,6,5, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Gregoire Jacq ,Antoine Cornut Chauvinc ,2,1,6,2,7, , ,1,6,5, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Alexandre Muller ,Mats Moraing ,2,1,3,7,7, , ,6,6,6, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Roman Safiullin ,Hugo Nys ,2,0,6,6, , , ,4,4, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Manuel Guinard ,Steve Darcis ,2,1,6,3,6, , ,2,6,4, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Javier Barranco Cosano ,Quentin Gueydan ,2,1,4,6,6, , ,6,2,4, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Ugo Humbert ,Raul Brancaccio ,2,0,6,7, , , ,4,6, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,29/01/2019 00:00,2019-01-29 00:00:00,Pavel Kotov ,Marcel Granollers ,2,1,4,6,6, , ,6,4,3, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Tim Smyczek ,Liam Broady ,2,0,6,6, , , ,4,3, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Roberto Quiroz ,Kevin King ,2,1,6,4,6, , ,1,6,3, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Marcos Giron ,Goncalo Oliveira ,2,1,4,6,6, , ,6,1,2, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Filip Peliwo ,Mario Vilella Martinez ,2,0,6,6, , , ,2,4, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Brayden Schnur ,Stefan Kozlov ,2,0,7,6, , , ,6,4, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Jared Hiltzik ,Thomaz Bellucci ,2,1,4,6,6, , ,6,4,1, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Jeff Wolf ,Jason Jung ,2,0,6,6, , , ,3,4, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Maxime Cressy ,Gonzalo Escobar ,2,0,6,6, , , ,3,3, , , ,I. HARD ,challeger ,ATP
Launceston Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Go Soeda ,David Perez Sanz ,2,1,6,3,6, , ,0,6,2, , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Tatsuma Ito ,Jacob Grills ,2,0,6,6, , , ,2,4, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Lorenzo Giustino ,Yunseong Chung ,2,1,6,6,6, , ,3,7,3, , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Maverick Banes ,Stephane Robert ,2,0,6,7, , , ,3,6, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Luke Saville ,Mohamed Safwat ,2,0,6,6, , , ,2,4, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Max Purcell ,Stefano Napolitano ,2,0,7,6, , , ,5,2, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Jay Clarke ,Yuta Shimizu ,2,0,7,6, , , ,5,1, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Yusuke Takahashi ,Hiroki Moriya ,2,0,6,6, , , ,3,4, , , ,HARD ,challeger ,ATP
M15 Monastir 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Erik Crepaldi ,Nicolo Turchetti ,2,1,7,3,6, , ,5,6,4, , ,HARD ,futures ,ITF
M15 Monastir 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Skander Mansouri ,Maksim Tikhomirov ,2,1,6,6,6, , ,2,7,1, , ,HARD ,futures ,ITF
M15 Monastir 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Valentin Guenther ,Simon Anthony Ivanov ,2,1,7,1,6, , ,5,6,2, , ,HARD ,futures ,ITF
M15 Monastir 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Clement Larriere ,Raffaele Giuliano ,2,0,6,6, , , ,4,0, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Felipe Meligeni Rodrigues Alves ,Samuel Philp ,2,1,5,6,7, , ,7,1,5, , ,HARD ,futures ,ITF
M15 Monastir 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Aaron Schmid ,Anis Ghorbel ,1,0,7,3,4, , ,6, ,3, , ,HARD ,futures ,ITF
M15 Monastir 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Clement Tabur ,Riccardo Balzerani ,2,1,3,6,6, , ,6,2,3, , ,HARD ,futures ,ITF
M15 Monastir 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Gilbert Soares Klier Junior ,Ricardo Ojeda Lara ,2,0,7,6, , , ,5,4, , , ,HARD ,futures ,ITF
M15 Palmanova 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Teimuraz Gabashvili ,Jeroen Vanneste ,2,1,4,6,7, , ,6,2,6, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Walter Trusendi ,Pol Martin Tiffon ,2,0,6,6, , , ,2,0, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Hernan Casanova ,Eduard Esteve Lobato ,2,1,6,1,6, , ,3,6,4, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Miguel Semmler ,Jakob Sude ,2,0,6,6, , , ,3,3, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Omar Salman ,Pol Toledo Bague ,2,1,1,6,7, , ,6,3,5, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Johan Nikles ,Benjamin Winter Lopez ,2,0,6,6, , , ,0,4, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Sergi Perez Contri ,Quentin Folliot ,2,0,6,6, , , ,2,3, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Carlos Sanchez Jover ,Peter Bothwell ,2,0,6,7, , , ,1,5, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Simon Carr ,Daniel Bagnolini ,1,0,7,4, , , ,5,0, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Imanol Lopez Morillo ,Mikhail Korovin ,2,1,2,6,6, , ,6,3,3, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Pedro Vives Marcos ,Peter Goldsteiner ,2,0,6,6, , , ,0,3, , , ,CLAY ,futures ,ITF
M15 Sharm El Sheikh 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Jaroslav Pospisil ,Vladyslav Manafov ,2,0,6,6, , , ,4,4, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Yannick Mertens ,Yu Hsiou Hsu ,2,0,6,6, , , ,3,0, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Karim Mohamed Maamoun ,Michiel De Krom ,2,0,7,6, , , ,6,1, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Filip Bergevi ,Vit Kopriva ,2,0,6,6, , , ,2,3, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Benjamin Lock ,Niels Desein ,2,1,4,7,6, , ,6,5,1, , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Peter Kobelt ,Petr Hajek ,2,0,6,6, , , ,2,3, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Shintaro Imai ,Toby Martin ,2,0,6,7, , , ,3,6, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Pablo Vivero Gonzalez ,Aleksei Khomich ,2,1,6,3,7, , ,2,6,5, , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Enrico Dalla Valle ,Oleksii Krutykh ,2,0,6,6, , , ,2,3, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Lukas Klein ,Patrik Rikl ,1,0,6,2, , , ,4,0, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Chun Hsin Tseng ,Alexander Erler ,2,0,7,6, , , ,6,2, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Francesco Forti ,Jose Fco. Vidal Azorin ,2,0,6,6, , , ,4,3, , , ,HARD ,futures ,ITF
M25 Weston 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Joao Souza ,Jose Olivares ,2,0,6,6, , , ,4,3, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Christian Lindell ,Junior A. Ore ,2,0,7,7, , , ,5,5, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Ricardo Rodriguez Pace ,Nick Chappell ,2,0,6,6, , , ,4,0, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Pavel Krainik ,Or Ram Harel ,2,0,6,6, , , ,4,3, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Pietro Rondoni ,Nick Hardt ,2,1,2,6,7, , ,6,1,6, , ,CLAY ,futures ,ITF
M25 Weston 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Dmitry Popko ,Alessandro Petrone ,2,1,6,1,6, , ,2,6,2, , ,CLAY ,futures ,ITF
M25 Weston 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Nicolas Alvarez ,Pedro Sakamoto ,2,0,6,6, , , ,2,1, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Strong Kirchheimer ,Sekou Bangoura ,2,0,6,6, , , ,4,3, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Paul Oosterbaan ,Adrian Obert ,2,0,6,6, , , ,4,4, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Alejandro Tabilo ,Jordi Arconada ,2,0,6,6, , , ,3,3, , , ,CLAY ,futures ,ITF
